Name	Length	EffectiveLength	TPM	NumReads
FBgn0053237	607	425.686	0.07557	0.284
FBgn0052029	1104	922.322	0.000124	0.001
FBgn0032652	901.769	720.29	0.31442	2
FBgn0039659	2714.75	2533.08	0.223517	5
FBgn0031522	1613	1431.32	0	0
FBgn0023181	1615	1433.32	23.3059	295
FBgn0005695	2469.95	2288.27	10.6889	216
FBgn0036405	1225.52	1043.84	32.4357	299
FBgn0063495	734	552.621	1.84417	9
FBgn0029906	1640	1458.32	23.6052	304
FBgn0033927	1348	1166.32	1.0577	10.894
FBgn0036509	2281	2099.32	56.0726	1039.54
FBgn0051807	908.244	726.771	0.627289	4.026
FBgn0050383	966	784.481	8.51642	59
FBgn0033753	1940	1758.32	0	0
FBgn0030431	1296.62	1114.94	42.3517	417
FBgn0033551	1500.04	1318.36	48.9583	570
FBgn0260744	1605.68	1424	36.0056	452.786
FBgn0262484	677	495.645	0.228464	1
FBgn0019643	1340.75	1159.07	1.71643	17.569
FBgn0265356	4332.56	4150.88	0.000846	0.03
FBgn0053856	493	311.726	0.022336	0.061
FBgn0030440	732	550.621	0	0
FBgn0047114	644	462.652	23.7579	97.068
FBgn0029521	1188	1006.32	10.1273	90
FBgn0050456	2578.1	2396.42	33.691	713
FBgn0030921	744	562.612	0	0
FBgn0264443	2990.45	2808.77	0.040315	1
FBgn0026257	1279.76	1098.08	8.97627	87.044
FBgn0029799	1487.01	1305.33	6.35249	73.228
FBgn0038586	1034	852.322	29.627	223
FBgn0033638	5564.75	5383.08	16.1602	768.227
FBgn0267849	1573.65	1391.98	56.9447	700
FBgn0039088	2167	1985.32	0	0
FBgn0000056	1624.57	1442.96	0.110183	1.404
FBgn0035793	4915.2	4733.52	56.4567	2360
FBgn0026398	1421	1239.32	0	0
FBgn0261823	6082.08	5900.4	29.9682	1561.55
FBgn0036208	1431	1249.32	0	0
FBgn0085203	720	538.629	5.54132	26.358
FBgn0032462	1030	848.322	0	0
FBgn0260645	376	194.838	8.03179	13.82
FBgn0038280	1265	1083.32	0	0
FBgn0031529	806.067	624.651	72.8745	402
FBgn0029837	1895.13	1713.46	0.132173	2
FBgn0038638	2298.89	2117.21	33.5344	627
FBgn0038737	991	809.456	20.5642	147
FBgn0037323	1466	1284.32	0	0
FBgn0025815	2790	2608.32	84.3093	1942
FBgn0036390	355	173.845	0	0
FBgn0033079	1663	1481.32	18.6521	244
FBgn0261635	351	169.847	0	0
FBgn0031459	549.65	368.347	396.262	1289
FBgn0262599	2102.12	1920.44	0.649753	11.019
FBgn0036212	1624.83	1443.16	1.49942	19.11
FBgn0031765	1820.91	1639.23	0.069079	1
FBgn0032520	2029.61	1847.93	2.88005	47
FBgn0027055	1679	1497.32	52.2577	691
FBgn0267608	526	344.705	0	0
FBgn0030807	508	326.716	4.50567	13
FBgn0036059	1760.87	1579.2	35.6375	497.001
FBgn0038658	648	466.649	1.45596	6
FBgn0039818	2764	2582.32	0.175403	4
FBgn0260869	413	231.798	0	0
FBgn0085346	1168	986.322	44.4853	387.479
FBgn0038356	437	255.772	0	0
FBgn0265598	2297.4	2115.73	7.20888	134.692
FBgn0024236	3480.01	3298.34	107.114	3120
FBgn0034914	1565.61	1383.93	256.186	3131
FBgn0086712	2033	1851.32	46.6691	763
FBgn0032704	1134	952.322	197.146	1658
FBgn0050098	809	627.586	0	0
FBgn0035109	1337	1155.32	13.7218	140
FBgn0036581	597.074	415.762	49.8418	183
FBgn0031513	2083.87	1902.19	0.357177	6
FBgn0038796	979	797.465	3.1e-05	0
FBgn0035510	1014	832.322	0.408147	3
FBgn0039674	1623	1441.32	41.2463	525
FBgn0030341	1103.13	921.454	137.144	1116
FBgn0036996	1477	1295.32	0.437099	5
FBgn0050296	2377.11	2195.44	0.103156	2.001
FBgn0035878	1787.42	1605.74	91.5349	1298
FBgn0262487	1000	818.322	0	0
FBgn0035761	2090.27	1908.59	37.1663	626.434
FBgn0023197	1430.43	1248.76	0.453396	5
FBgn0035850	2067.6	1885.92	64.3662	1072
FBgn0260789	6087.66	5905.98	17.8886	933
FBgn0050417	843	661.571	0	0
FBgn0010423	696	514.639	0	0
FBgn0017577	2452	2270.32	61.0494	1224
FBgn0037448	4302.53	4120.85	0.223292	8.127
FBgn0032176	2623	2441.32	0	0
FBgn0032530	751	569.61	1.34431	6.762
FBgn0037370	1190	1008.32	56.0388	499
FBgn0044328	2583.33	2401.66	0	0
FBgn0032922	992.186	810.64	19.6449	140.634
FBgn0000317	7201.46	7019.78	16.5344	1025
FBgn0085612	724	542.628	0.385242	1.846
FBgn0262473	4958.95	4777.27	72.8637	3074
FBgn0037515	1453.26	1271.59	50.4032	566
FBgn0011708	1781.68	1600	84.0072	1187
FBgn0035931	1061	879.322	0.257555	2
FBgn0034288	977.5	795.962	0	0
FBgn0263697	1481	1299.32	40.525	465
FBgn0032395	6470	6288.32	6.80682	378
FBgn0019890	4272.13	4090.45	53.3455	1927
FBgn0030007	1699	1517.32	56.0466	751
FBgn0085470	1462	1280.32	25.9849	293.801
FBgn0036210	1067	885.322	9.97655	78
FBgn0261381	1529	1347.32	106.722	1269.81
FBgn0035853	1102.77	921.243	105.77	860.499
FBgn0035170	2717	2535.32	0.401973	9
FBgn0051958	606	424.687	0	0
FBgn0052299	592	410.689	1.20603	4.374
FBgn0024983	1697.92	1516.24	15.1605	203.001
FBgn0037842	1017	835.322	34.0215	250.969
FBgn0260462	1881.11	1699.43	332.722	4993.43
FBgn0025740	6818.57	6636.89	15.0955	884.76
FBgn0037416	1360	1178.32	0	0
FBgn0025777	2016.6	1834.92	36.4571	590.761
FBgn0053654	507	325.717	0.347654	1
FBgn0040362	1085	903.458	0	0
FBgn0015946	1699	1517.32	0.074629	1
FBgn0035258	863	681.484	0	0
FBgn0010398	1601.56	1419.88	8.53335	107
FBgn0031390	5402.21	5220.53	42.3401	1952
FBgn0026563	3425	3243.32	0	0
FBgn0017590	4052	3870.32	0.117031	4
FBgn0016691	802	620.587	367.306	2013
FBgn0260634	7487.93	7306.25	29.1601	1881.47
FBgn0028870	1158	976.322	0	0
FBgn0032563	707	525.634	0	0
FBgn0261686	573.333	392.023	0	0
FBgn0053193	2232.62	2050.94	20.08	363.687
FBgn0038701	1566	1384.32	0.081799	1
FBgn0262787	1078	896.322	1.3e-05	0
FBgn0032898	933	751.516	0.301356	2
FBgn0011305	941.54	760.056	80.1537	538
FBgn0033326	1836	1654.32	0	0
FBgn0035755	1851.57	1669.89	0.156647	2.31
FBgn0261933	729	547.626	85.1924	412
FBgn0034054	1472	1290.32	12.0229	137
FBgn0038961	1876	1694.32	14.9706	224
FBgn0063497	755	573.61	54.0905	274
FBgn0036952	1307.7	1126.02	0.201128	2.001
FBgn0030590	3828.13	3646.45	0.807402	26
FBgn0030640	2306	2124.32	1.11731	20.961
FBgn0031694	1709	1527.32	0.889688	12
FBgn0052521	1924.81	1743.14	114.722	1766
FBgn0003257	2039	1857.32	41.2853	677.167
FBgn0026873	842.252	660.823	74.5403	435
FBgn0027109	555.333	374.033	0	0
FBgn0261671	16329.8	16148.1	23.8702	3404
FBgn0031906	1285.45	1103.77	0.410364	4
FBgn0266410	2212.15	2030.47	275.693	4943.5
FBgn0029911	2620.09	2438.41	26.4123	568.757
FBgn0035601	1195.05	1013.37	224.938	2013
FBgn0264077	2449	2267.32	0.526579	10.544
FBgn0030761	1988.31	1806.63	24.5814	392.183
FBgn0027087	2018.38	1836.7	160.566	2604.38
FBgn0265576	1397	1215.32	0.186348	2
FBgn0039872	2112.5	1930.82	0.293235	5
FBgn0037503	1230	1048.32	0	0
FBgn0032955	1925.45	1743.78	28.3777	436.999
FBgn0025833	3406	3224.32	0.03512	1
FBgn0262572	340	158.851	0	0
FBgn0010421	1118	936.322	24.4294	202
FBgn0035397	3000.69	2819.01	113.196	2818
FBgn0029766	1963.09	1781.41	878.223	13816
FBgn0031432	1837.87	1656.19	0.421946	6.172
FBgn0025615	1192.38	1010.7	115.735	1033
FBgn0039808	2312.59	2130.91	1.28461	24.174
FBgn0026136	912	730.523	0	0
FBgn0030563	907	725.523	0	0
FBgn0039955	3703.25	3521.58	8.26387	257
FBgn0260238	617	435.68	2.41843	9.305
FBgn0033357	355.82	174.664	267.752	413
FBgn0021738	1230	1048.32	1.82493	16.895
FBgn0038806	1020	838.322	29.7166	220
FBgn0000319	5633.07	5451.39	238.526	11483
FBgn0053463	474	292.745	1.16043	3
FBgn0261289	686	504.643	0	0
FBgn0051957	684.258	502.898	17.1352	76.099
FBgn0003328	4387.11	4205.43	16.2559	603.718
FBgn0036206	3007	2825.32	0.120238	3
FBgn0038903	530	348.701	25.0049	77
FBgn0032171	846.36	664.929	20.6062	121
FBgn0030796	2824.3	2642.62	377.037	8798.97
FBgn0032265	1371	1189.32	0.095211	1
FBgn0031317	1801	1619.32	47.7611	683
FBgn0039403	773	591.603	24.5001	128
FBgn0261838	1824	1642.32	3.66447	53.147
FBgn0020372	1763.09	1581.41	2.07654	29
FBgn0030991	1852	1670.32	242.904	3583
FBgn0037516	806.516	625.104	0.181149	1
FBgn0036260	4014	3832.32	0.871797	29.505
FBgn0086908	3937	3755.32	37.481	1243
FBgn0040670	661.334	479.98	9.90864	42
FBgn0035238	1151.52	969.839	79.5596	681.404
FBgn0039494	1317.97	1136.3	186.752	1874
FBgn0037671	1468	1286.32	323.251	3672
FBgn0040372	6622	6440.33	7.52529	428
FBgn0031563	577	395.692	0	0
FBgn0039737	1792.42	1610.74	249.78	3553
FBgn0262540	310	128.864	0	0
FBgn0028901	6001	5819.32	0	0
FBgn0037879	930.416	748.918	1.76668	11.684
FBgn0028530	1433	1251.32	22.0804	244
FBgn0261953	2227.96	2046.28	0.055338	1
FBgn0032003	928	746.517	2.43336	16.042
FBgn0085234	960	778.487	0.290915	2
FBgn0038893	1222	1040.32	50.3965	463
FBgn0265668	343	161.85	0.69964	1
FBgn0032793	1319.31	1137.63	35.6344	358
FBgn0037618	1141	959.322	0.472153	4
FBgn0023170	288	106.881	7652.53	7223
FBgn0260770	1468	1286.32	0.908265	10.318
FBgn0036733	2058	1876.32	27.6405	458
FBgn0051955	658.962	477.614	51.6852	218.001
FBgn0031718	1127	945.322	0	0
FBgn0034720	4673.51	4491.83	0.075629	3
FBgn0028500	4864.98	4683.3	24.2514	1003
FBgn0033054	1688.83	1507.15	0.300531	4
FBgn0038463	1979	1797.32	21.169	336
FBgn0083936	306	124.867	1.81372	2
FBgn0039461	859	677.542	33.5929	201
FBgn0004623	1466	1284.32	0.617179	7
FBgn0030261	636.954	455.622	0.747514	3.008
FBgn0001248	1672.14	1490.46	213.792	2814
FBgn0030365	1620	1438.32	58.0228	737
FBgn0030443	2029.95	1848.27	0.061267	1
FBgn0034294	1691.11	1509.43	0.07502	1
FBgn0023550	1681	1499.32	0.151051	2
FBgn0259139	2115.23	1933.55	109.749	1874
FBgn0010357	942	760.452	0	0
FBgn0035880	3192.38	3010.71	4.40053	117
FBgn0034523	682	500.644	60.843	269
FBgn0028833	1202	1020.32	115.088	1037
FBgn0030457	1857.81	1676.13	29.7828	440.846
FBgn0004913	3209.32	3027.64	46.2651	1237
FBgn0014870	3358.06	3176.39	25.6677	720
FBgn0010894	2065	1883.32	9.86067	164
FBgn0035142	6610.55	6428.87	267.094	15163.9
FBgn0003980	630.5	449.162	0	0
FBgn0015509	3329.15	3147.47	96.4024	2679.55
FBgn0005659	2791.16	2609.48	0.043395	1
FBgn0031085	1226	1044.32	0	0
FBgn0031528	1874	1692.32	0	0
FBgn0039128	1029	847.322	10.6913	80
FBgn0263024	224	43.91	0	0
FBgn0039098	773	591.603	32.5391	170
FBgn0050222	1606.14	1424.46	0.079495	1
FBgn0037922	1319	1137.32	27.4764	275.966
FBgn0038042	1194	1012.32	1.78973	16
FBgn0011259	6795.6	6613.92	5.20699	304.13
FBgn0051115	981	799.463	1.55805	11
FBgn0010039	746	564.612	127.955	638
FBgn0038808	464	282.752	114.114	284.944
FBgn0085468	572.137	390.857	79.1668	273.258
FBgn0030966	2115	1933.32	16.8685	288
FBgn0037261	1954.36	1772.68	75.8242	1187
FBgn0034708	3170.42	2988.74	62.5527	1651
FBgn0037486	1509.67	1327.99	0	0
FBgn0085235	857	675.545	0	0
FBgn0030028	1097.37	915.688	3.58623	29
FBgn0035479	607	425.686	0	0
FBgn0037885	681.671	500.317	33.4968	148
FBgn0265197	544	362.698	0	0
FBgn0000075	1770.2	1588.52	0.071284	1
FBgn0033344	918	736.523	0.92247	6
FBgn0030352	1112.32	930.64	26.7687	220
FBgn0004110	1664	1482.32	0.305566	4
FBgn0261530	2594.42	2412.74	17.0836	364
FBgn0036469	528.5	347.212	0	0
FBgn0032522	1198	1016.32	0	0
FBgn0038217	1006	824.322	0	0
FBgn0250785	2334.38	2152.7	73.9077	1405.03
FBgn0022700	1473	1291.32	0.350762	4
FBgn0036545	1023.12	841.444	40.2377	298.999
FBgn0034069	1053	871.322	0	0
FBgn0030412	5152.25	4970.57	20.6126	904.799
FBgn0025629	923	741.52	97.2428	636.785
FBgn0265597	8430.09	8248.41	0.203183	14.8
FBgn0036030	1976.28	1794.6	21.2642	337.001
FBgn0028991	3599	3417.32	5.52309	166.679
FBgn0002283	1324.39	1142.71	31.1157	314
FBgn0000451	2217.13	2035.45	0.333829	6.001
FBgn0005613	3651	3469.32	0.097918	3
FBgn0033164	676	494.645	0.228925	1
FBgn0029913	1576	1394.32	7.39036	91
FBgn0037412	1519	1337.32	0	0
FBgn0259233	4975.11	4793.43	6.52004	276
FBgn0050106	2642	2460.32	0.046025	1
FBgn0029821	1818.07	1636.39	5.05154	73
FBgn0034289	1991	1809.32	0	0
FBgn0000579	1776.14	1594.46	653.823	9206.33
FBgn0026174	656	474.645	4.89534	20.519
FBgn0039609	2127	1945.32	0.291049	5
FBgn0035581	13807	13625.3	0.083108	10
FBgn0027552	1089	907.322	94.5981	757.978
FBgn0019686	2177.56	1995.89	38.0071	669.904
FBgn0036476	2854	2672.32	7.47845	176.487
FBgn0085446	7172.33	6990.65	69.2992	4278.17
FBgn0004882	4072.54	3890.87	0.87339	30.011
FBgn0032437	1288	1106.32	0.409417	4
FBgn0038872	4647.09	4465.41	33.9253	1337.82
FBgn0031258	6605.62	6423.94	0.916619	52
FBgn0025827	600	418.688	0	0
FBgn0064227	440	258.769	0	0
FBgn0030624	1267.56	1085.88	0.208562	2
FBgn0028858	1023	841.322	0.134594	1
FBgn0036250	1908	1726.32	0.065594	1
FBgn0086610	660	478.645	0	0
FBgn0034642	1692.66	1510.98	0.524598	7
FBgn0004567	2346	2164.32	0	0
FBgn0085311	568.5	387.198	0	0
FBgn0037036	883	701.527	0.322829	2
FBgn0030964	2144.97	1963.3	0.230708	4
FBgn0039387	2202	2020.32	0.50444	9
FBgn0002036	2052	1870.32	3.93536	65
FBgn0037607	2235.2	2053.52	328.76	5962
FBgn0030943	1249	1067.32	68.1125	642
FBgn0031183	1570.52	1388.84	26.7133	327.639
FBgn0031176	413	231.801	0	0
FBgn0086711	2302.19	2120.51	0.1068	2
FBgn0051681	949	767.503	0.147539	1
FBgn0016698	1393	1211.32	37.6732	403
FBgn0267490	866	684.537	0	0
FBgn0001208	1647.5	1465.82	0	0
FBgn0033244	3342.91	3161.23	23.5843	658.405
FBgn0032817	12133	11951.3	17.8281	1881.63
FBgn0266762	1272	1090.32	1.03852	10
FBgn0029849	1794.2	1612.53	22.8928	326
FBgn0033101	1303	1121.32	71.2954	706
FBgn0035478	588	406.69	0	0
FBgn0046876	901	719.523	0	0
FBgn0283472	3544.44	3362.76	123.683	3672.98
FBgn0002863	243	61.946	0	0
FBgn0085736	460	278.753	146.664	361.04
FBgn0035923	4350.79	4169.11	10.5384	388
FBgn0028694	1208	1026.32	171.567	1555
FBgn0265185	1078.32	896.638	251.949	1995
FBgn0039727	10523.5	10341.8	9.76689	892
FBgn0026088	501.711	320.432	147.257	416.701
FBgn0262530	450	268.761	0	0
FBgn0034096	579	397.692	0	0
FBgn0034828	505	323.719	0	0
FBgn0026207	2566	2384.32	21.7039	457
FBgn0037126	725	543.628	6.87384	33
FBgn0000658	3551	3369.32	0.100824	3
FBgn0016041	1701.58	1519.9	78.7812	1057.42
FBgn0031323	802	620.587	0	0
FBgn0003358	907	725.523	0	0
FBgn0032846	1543.12	1361.44	13.6406	164
FBgn0053772	558	376.695	0	0
FBgn0029679	2721	2539.32	0	0
FBgn0085204	662	480.645	0	0
FBgn0085438	2214	2032.32	2.23514	40.115
FBgn0035268	2535.46	2353.78	33.8203	703
FBgn0024944	3755.43	3573.75	0.063371	2
FBgn0011288	2233	2051.32	1.15924	21
FBgn0014024	3135.57	2953.89	43.9317	1146
FBgn0031042	1970.68	1789	3.16481	50
FBgn0262842	432	250.779	0	0
FBgn0030438	2804	2622.32	0.302273	7
FBgn0002522	2775	2593.32	5.7e-05	0.001
FBgn0040339	602	420.687	25.0329	93
FBgn0039944	3607.2	3425.52	15.1325	457.771
FBgn0264273	4810.52	4628.85	0.048927	2
FBgn0015522	1746	1564.32	4.77755	66
FBgn0037676	2009.5	1827.82	0	0
FBgn0031224	905	723.523	43.6655	279
FBgn0033706	1296	1114.32	2.13401	21
FBgn0033337	2804	2622.32	5.44558	126.108
FBgn0030242	2288.89	2107.21	9.35037	174
FBgn0023458	11139	10957.3	52.8705	5116
FBgn0034791	888	706.525	57.5379	359
FBgn0036680	2467.97	2286.29	0.445757	9
FBgn0030949	1596	1414.32	0	0
FBgn0264552	945	763.507	0	0
FBgn0053337	2127	1945.32	0	0
FBgn0025387	3127.95	2946.27	0.544582	14.169
FBgn0015524	2629.08	2447.4	0.092536	1.999
FBgn0011204	2801	2619.32	54.5579	1262
FBgn0023516	2005.67	1823.99	27.7577	447.115
FBgn0031673	1611.92	1430.24	119.567	1510.2
FBgn0035094	3515.52	3333.85	0.373623	11
FBgn0043010	1280.75	1099.07	33.9355	329.377
FBgn0031585	1925	1743.32	0	0
FBgn0034394	1981.69	1800.01	0.188727	3
FBgn0037137	3020.65	2838.97	79.2944	1988
FBgn0261790	521	339.709	162.334	487
FBgn0035598	2101	1919.32	0.058998	1
FBgn0085257	415	233.797	21.7952	45
FBgn0041706	1648.96	1467.28	0.077175	1
FBgn0263647	778	596.601	0	0
FBgn0003462	735.019	553.64	287.367	1405
FBgn0038519	1017	835.322	77.2695	570
FBgn0037071	1433.27	1251.59	16.8282	186
FBgn0259196	726	544.628	0.584168	2.81
FBgn0051294	877	695.528	0.162807	1
FBgn0038818	3524.11	3342.43	0.067757	1.999
FBgn0027499	4710.53	4528.85	16.3885	655.45
FBgn0037589	543	361.698	0	0
FBgn0032445	781.595	600.193	31.5074	167
FBgn0015721	2509.5	2327.82	0	0
FBgn0032208	8431	8249.32	78.5447	5722
FBgn0267882	678	496.645	0.000245	0.001
FBgn0002413	3128.1	2946.42	90.5715	2356.67
FBgn0002914	2812.05	2630.37	70.9869	1648.95
FBgn0028690	1897	1715.32	104.237	1579
FBgn0033798	586	404.69	5.14286	18.38
FBgn0265834	629	447.665	0	0
FBgn0003082	1740.85	1559.18	61.209	842.797
FBgn0038272	1510	1328.32	43.1354	506
FBgn0051116	4018.78	3837.1	5.0759	171.999
FBgn0011715	1335	1153.32	95.4339	972
FBgn0032001	716.063	534.694	60.1814	284.171
FBgn0033272	1558	1376.32	46.7321	568
FBgn0032800	3227	3045.32	9.58824	257.861
FBgn0035696	3547	3365.32	0.033648	1
FBgn0025627	1097	915.322	1.9794	16
FBgn0045063	2725.8	2544.12	94.4587	2122.23
FBgn0034326	627	445.667	1.27042	5
FBgn0262976	2342.78	2161.1	6.60971	126.145
FBgn0015296	1600	1418.32	105.227	1318
FBgn0039770	1533	1351.32	0	0
FBgn0034091	2061.18	1879.51	45.0053	747.001
FBgn0264362	785	603.594	0	0
FBgn0050099	762	580.607	0.390063	2
FBgn0052762	838	656.565	0	0
FBgn0035926	337	155.852	0	0
FBgn0284442	2746.84	2565.16	56.6095	1282.38
FBgn0015801	1654.33	1472.65	45.4438	591
FBgn0036237	1158	976.322	132.22	1140
FBgn0053530	537.5	356.205	0	0
FBgn0033153	1495	1313.32	24.142	280
FBgn0264308	5176.93	4995.25	0.055593	2.453
FBgn0036448	5961	5779.32	50.1592	2560
FBgn0042182	3487.65	3305.97	1.23216	35.973
FBgn0266801	8155.3	7973.62	3.53615	249
FBgn0038202	3476	3294.32	0.034373	1
FBgn0052053	1618	1436.32	0	0
FBgn0250819	2547.42	2365.74	0.721599	15.075
FBgn0038946	1037	855.399	0	0
FBgn0034454	1070	888.322	0	0
FBgn0030452	2162.8	1981.12	30.0356	525.486
FBgn0085382	4693.88	4512.2	0.050192	2.001
FBgn0029693	3024.33	2842.65	22.9051	575
FBgn0035091	2271.32	2089.64	21.1339	390
FBgn0051268	1620.5	1438.82	0	0
FBgn0033135	1082.88	901.304	0.251273	2
FBgn0034097	708	526.633	0	0
FBgn0039140	2741.09	2559.41	28.5982	646.387
FBgn0035971	983	801.459	0.141288	1
FBgn0014879	1169	987.322	113.2	987
FBgn0265523	13148.7	12967	143.536	16436.6
FBgn0033454	2523	2341.32	35.306	730
FBgn0040297	4931.55	4749.87	27.7239	1162.92
FBgn0031550	1484	1302.32	0	0
FBgn0083977	2789.63	2607.96	7.64187	176.001
FBgn0002564	2501	2319.32	0.585878	12
FBgn0037741	3376	3194.32	9.18139	259
FBgn0030944	989	807.456	70.3999	502
FBgn0050096	1130	948.322	3.70163	31
FBgn0030584	668	486.645	57.9395	249
FBgn0035947	2132	1950.32	59.7443	1029
FBgn0035782	659	477.645	0.237073	1
FBgn0036563	1149	967.322	0	0
FBgn0040087	2762.76	2581.09	50.8473	1159
FBgn0038820	999	817.322	0.138716	1.001
FBgn0037491	1189.09	1007.41	11.6899	104
FBgn0030011	1545	1363.32	1.72599	20.78
FBgn0261439	2647.7	2466.02	113.787	2478
FBgn0026630	1827.39	1645.71	51.9495	755
FBgn0033850	1412	1230.32	0.368153	4
FBgn0003559	2587.93	2406.25	63.5772	1351
FBgn0024330	1693.5	1511.82	18.9154	252.541
FBgn0034909	2106	1924.32	10.1213	172
FBgn0051547	3537.73	3356.05	0.269929	8
FBgn0034237	2557.77	2376.09	324.113	6801
FBgn0267384	1883.73	1702.05	59.1714	889.402
FBgn0034553	1802	1620.32	0.139771	2
FBgn0037920	1458	1276.32	9.47569	106.803
FBgn0032335	506	324.718	0	0
FBgn0031946	1131	949.322	0	0
FBgn0260437	509	327.716	0	0
FBgn0001233	2713.44	2531.77	1800.82	40263
FBgn0031941	547	365.698	0	0
FBgn0050479	598	416.688	0.156427	0.576
FBgn0000227	1352	1170.32	0	0
FBgn0030809	6558.29	6376.61	50.1329	2823.09
FBgn0028853	1048	866.322	0	0
FBgn0031229	1263.18	1081.5	32.3533	309
FBgn0263000	485	303.734	0	0
FBgn0036318	1626.38	1444.7	100.876	1287
FBgn0029711	3027.35	2845.68	6.32885	159.046
FBgn0027338	2284.59	2102.92	148.727	2762
FBgn0040773	426.133	244.92	384.406	831.434
FBgn0051858	718	536.63	1.4771	7
FBgn0263353	6595.19	6413.51	0.244369	13.841
FBgn0283503	5722	5540.32	11.9566	585
FBgn0000552	652	470.647	0	0
FBgn0033447	3581.83	3400.15	0.233125	6.999
FBgn0038708	1188	1006.32	0.225051	2
FBgn0028415	241	59.958	0	0
FBgn0034741	549.631	368.325	12.2975	39.999
FBgn0032631	1266	1084.32	0	0
FBgn0039041	429	247.782	0	0
FBgn0259151	1949	1767.32	0.25629	4
FBgn0029914	1877.66	1695.98	19.83	297
FBgn0028887	5860	5678.32	0	0
FBgn0038210	860	678.541	0	0
FBgn0037038	913	731.523	0	0
FBgn0259184	639.708	458.363	2.47046	10
FBgn0037016	2532	2350.32	13.0566	271
FBgn0020503	4190.8	4009.12	23.076	817
FBgn0011706	901	719.523	5.35083	34
FBgn0051427	1182	1000.32	0	0
FBgn0260386	2235.85	2054.17	1.04738	19.001
FBgn0029656	1659	1477.32	0.3066	4
FBgn0040227	2012	1830.32	207.007	3346
FBgn0020618	1110.41	928.736	2829.65	23208
FBgn0032157	3076	2894.32	32.3553	827
FBgn0031469	1813	1631.32	0.138828	2
FBgn0040075	1714.13	1532.45	56.1583	760.001
FBgn0285911	2741	2559.32	46.0588	1041
FBgn0039634	3211	3029.32	33.1562	887
FBgn0004797	2116.53	1934.85	4.97461	85
FBgn0038629	3659.07	3477.39	0.325792	10.004
FBgn0264344	505.95	324.669	3.54612	10.167
FBgn0030050	643.365	462.022	0.490179	2
FBgn0031453	1076.8	895.133	189.248	1496
FBgn0038989	1307	1125.32	30.7916	306
FBgn0266521	1884.56	1702.88	62.4407	939
FBgn0039286	3968	3786.32	0.029907	1
FBgn0002577	3405	3223.32	5.02621	143.073
FBgn0010225	2825.25	2643.57	361.783	8446
FBgn0032252	2739.28	2557.6	4.38319	99
FBgn0036936	1397	1215.32	0	0
FBgn0000543	2204	2022.32	42.8909	766
FBgn0052379	1238	1056.32	0	0
FBgn0011741	1347	1165.32	71.8101	739
FBgn0028952	2181.87	2000.2	3.39677	60
FBgn0259968	360	178.839	0	0
FBgn0024998	1952	1770.32	14.5838	228
FBgn0035645	1633	1451.32	0.156046	2
FBgn0038008	2406	2224.32	0	0
FBgn0037294	1290	1108.32	0	0
FBgn0000303	3269.79	3088.12	0.110117	3.003
FBgn0267521	1934	1752.32	2335.04	36134.4
FBgn0011660	3040	2858.32	11.4175	288.2
FBgn0026430	3250.21	3068.53	37.6844	1021.19
FBgn0051354	2347	2165.32	10.0731	192.619
FBgn0030729	1096	914.322	0.247695	2
FBgn0037747	1429.78	1248.11	37.6933	415.46
FBgn0013767	654	472.646	0.23958	1
FBgn0052238	2030	1848.32	0	0
FBgn0016726	329.717	148.572	5366.42	7041
FBgn0030982	682	500.644	0	0
FBgn0027599	1757	1575.32	24.4398	340
FBgn0033961	477	295.742	91.8938	240
FBgn0039010	2919	2737.32	0.082735	2
FBgn0035253	3862.92	3681.24	94.3731	3068
FBgn0262001	604	422.687	2.5e-05	0
FBgn0050447	799.333	617.922	0	0
FBgn0037022	1601	1419.32	4.78693	60
FBgn0033426	1819.24	1637.56	14.6597	212
FBgn0261612	3994	3812.32	0.029703	1
FBgn0028644	4806.66	4624.98	0.024484	1
FBgn0037685	1179	997.322	0.454163	4
FBgn0001128	1713.57	1531.89	15.5231	210.001
FBgn0051864	695.169	513.802	35.0212	158.906
FBgn0034576	712	530.632	173.281	812
FBgn0036838	2522	2340.32	5.55811	114.872
FBgn0040763	748.586	567.197	2.99464	15
FBgn0004903	2519.48	2337.8	30.7178	634.176
FBgn0053784	552	370.697	0.30547	1
FBgn0027793	870	688.534	3.61813	22
FBgn0037930	640	458.654	476.496	1930
FBgn0260452	657	475.645	0	0
FBgn0032248	943	761.509	40.1491	270
FBgn0051617	1023	841.322	0.131101	0.974
FBgn0043535	558	376.695	0	0
FBgn0040208	2572.74	2391.06	39.7302	838.928
FBgn0038029	1051	869.322	0.000169	0.001
FBgn0085450	7148.29	6966.61	22.4943	1383.9
FBgn0038968	6384	6202.32	13.7111	751
FBgn0085283	318	136.862	1.65476	2
FBgn0032921	683.259	501.901	22.8697	101.366
FBgn0034272	1905	1723.32	0.197125	3
FBgn0010501	1749	1567.32	14.9224	206.543
FBgn0264341	789	607.592	0.559109	3
FBgn0002940	1588	1406.32	0.08052	1
FBgn0034352	1726	1544.32	0	0
FBgn0015585	358.5	177.337	0	0
FBgn0038678	456	274.756	49.0441	119
FBgn0069056	879	697.528	0.811701	5
FBgn0015926	2351.34	2169.66	14.8607	284.736
FBgn0032688	3047.95	2866.27	16.9879	430
FBgn0020639	519	337.711	0.335307	1
FBgn0266448	1925	1743.32	0.01326	0.204
FBgn0032404	952.213	770.722	249.464	1697.92
